mz,diff,reference,formula,formula_isotopefree,formula_ion,homseries,totalc,H.C,O.C,C,H,O,N,S,P,Cl,Na,C13
584.097485,0.0993207,585.1047034,C_23 H_24 O_17 C13_1,C24H24O17,C_23 H_23 O_17 C13_1,379,24,1,0.708,23,24,17,0,0,0,0,0,1
584.1127519,0.1176733,585.1199595,C_27 H_24 O_14 C13_1,C28H24O14,C_27 H_23 O_14 C13_1,270,28,0.857,0.5,27,24,14,0,0,0,0,0,1
584.1257959,0.1527789,585.1329829,C_24 H_27 O_16 N_1,C24H27NO16,C_24 H_26 O_16 N_1,152,24,1.125,0.667,24,27,16,1,0,0,0,0,0
584.1338627,0.9624806,585.1405759,C_37 H_20 O_5 N_2 C13_1,C38H20N2O5,C_37 H_19 O_5 N_2 C13_1,3,38,0.526,0.132,37,20,5,2,0,0,0,0,1
584.1411381,0.2999342,585.1482391,C_28 H_27 O_13 N_1,C28H27NO13,C_28 H_26 O_13 N_1,98,28,0.964,0.464,28,27,13,1,0,0,0,0,0
584.1491715,0.1761529,585.1563449,C_28 H_28 O_13 C13_1,C29H28O13,C_28 H_27 O_13 C13_1,278,29,0.966,0.448,28,28,13,0,0,0,0,0,1
584.1620823,0.0164038,585.1693683,C_25 H_31 O_15 N_1,C25H31NO15,C_25 H_30 O_15 N_1,122,25,1.24,0.6,25,31,15,1,0,0,0,0,0
584.1702362,0.9421705,585.1769613,C_38 H_24 O_4 N_2 C13_1,C39H24N2O4,C_38 H_23 O_4 N_2 C13_1,3,39,0.615,0.103,38,24,4,2,0,0,0,0,1
584.1855288,0.1281646,585.1927303,C_29 H_32 O_12 C13_1,C30H32O12,C_29 H_31 O_12 C13_1,291,30,1.067,0.4,29,32,12,0,0,0,0,0,1
584.1984697,0.0128399,585.2057537,C_26 H_35 O_14 N_1,C26H35NO14,C_26 H_34 O_14 N_1,102,26,1.346,0.538,26,35,14,1,0,0,0,0,0
584.2066456,0.1068567,585.2138595,C_26 H_36 O_14 C13_1,C27H36O14,C_26 H_35 O_14 C13_1,353,27,1.333,0.519,26,36,14,0,0,0,0,0,1
584.2137684,0.0599244,585.2210098,C_30 H_35 O_11 N_1,C30H35NO11,C_30 H_34 O_11 N_1,88,30,1.167,0.367,30,35,11,1,0,0,0,0,0
584.2219816,0.2432295,585.2291156,C_30 H_36 O_11 C13_1,C31H36O11,C_30 H_35 O_11 C13_1,328,31,1.161,0.355,30,36,11,0,0,0,0,0,1
584.2350636,0.5747739,585.2420036,C_27 H_41 O_11 P_1 C13_1,C28H41O11P,C_27 H_40 O_11 P_1 C13_1,44,28,1.464,0.393,27,41,11,0,0,1,0,0,1
585.0158253,0.0054281,586.0230985,C_25 H_14 O_17,C25H14O17,C_25 H_13 O_17,237,25,0.56,0.68,25,14,17,0,0,0,0,0,0
585.0369595,0.0140058,586.0442278,C_22 H_18 O_19,C22H18O19,C_22 H_17 O_19,379,22,0.818,0.864,22,18,19,0,0,0,0,0,0
585.0501965,0.609401,586.0571158,C_19 H_23 O_19 P_1,C19H23O19P,C_19 H_22 O_19 P_1,16,19,1.211,1,19,23,19,0,0,1,0,0,0
585.052181,0.0451763,586.0594839,C_26 H_18 O_16,C26H18O16,C_26 H_17 O_16,270,26,0.692,0.615,26,18,16,0,0,0,0,0,0
585.0677777,0.5359501,586.07474,C_30 H_18 O_13,C30H18O13,C_30 H_17 O_13,30,30,0.6,0.433,30,18,13,0,0,0,0,0,0
585.0733829,0.0788731,586.0806131,C_23 H_22 O_18,C23H22O18,C_23 H_21 O_18,354,23,0.957,0.783,23,22,18,0,0,0,0,0,0
585.0796865,0.0580409,586.086929,C_25 H_20 O_15 C13_2,C27H20O15,C_25 H_19 O_15 C13_2,237,27,0.741,0.556,25,20,15,0,0,0,0,0,2
585.0886494,0.0964757,586.0958693,C_27 H_22 O_15,C27H22O15,C_27 H_21 O_15,278,27,0.815,0.556,27,22,15,0,0,0,0,0,0
585.1040513,0.3452092,586.1111254,C_31 H_22 O_12,C31H22O12,C_31 H_21 O_12,73,31,0.71,0.387,31,22,12,0,0,0,0,0,0
585.1097833,0.9793846,586.1164857,C_37 H_18 O_6 N_2,C37H18N2O6,C_37 H_17 O_6 N_2,6,37,0.486,0.162,37,18,6,2,0,0,0,0,0
585.1222048,0.6913967,586.1298865,C_21 H_31 O_17 P_1,C21H31O17P,C_21 H_30 O_17 P_1,11,21,1.476,0.81,21,31,17,0,0,1,0,0,0
585.1250517,0.1253386,586.1322547,C_28 H_26 O_14,C28H26O14,C_28 H_25 O_14,291,28,0.929,0.5,28,26,14,0,0,0,0,0,0
585.1364224,0.3957767,586.1439308,C_36 H_20 O_5 N_2 C13_2,C38H20N2O5,C_36 H_19 O_5 N_2 C13_2,3,38,0.526,0.132,36,20,5,2,0,0,0,0,2
585.1379801,0.0296633,586.1452739,C_28 H_27 O_13 N15_1,C28H27NO13,C_28 H_26 O_13 N15_1,98,28,0.964,0.464,28,27,13,0,0,0,0,0,0
585.140353,0.2024473,586.1475108,C_32 H_26 O_11,C32H26O11,C_32 H_25 O_11,77,32,0.812,0.344,32,26,11,0,0,0,0,0,0
585.1461539,0.0791823,586.1533839,C_25 H_30 O_16,C25H30O16,C_25 H_29 O_16,353,25,1.2,0.64,25,30,16,0,0,0,0,0,0
585.1614631,0.1696798,586.16864,C_29 H_30 O_13,C29H30O13,C_29 H_29 O_13,328,29,1.034,0.448,29,30,13,0,0,0,0,0,0
585.1726429,0.6770464,586.1803162,C_37 H_24 O_4 N_2 C13_2,C39H24N2O4,C_37 H_23 O_4 N_2 C13_2,3,39,0.615,0.103,37,24,4,2,0,0,0,0,2
585.1746766,0.9518427,586.1813951,C_37 H_30 O_5 S_1,C37H30O5S,C_37 H_29 O_5 S_1,2,37,0.811,0.135,37,30,5,0,1,0,0,0,0
585.1825445,0.0881694,586.1897693,C_26 H_34 O_15,C26H34O15,C_26 H_33 O_15,330,26,1.308,0.577,26,34,15,0,0,0,0,0,0
585.1978124,0.1081857,586.2050254,C_30 H_34 O_12,C30H34O12,C_30 H_33 O_12,340,30,1.133,0.4,30,34,12,0,0,0,0,0,0
585.2109733,0.5736839,586.2179134,C_27 H_39 O_12 P_1,C27H39O12P,C_27 H_38 O_12 P_1,55,27,1.444,0.444,27,39,12,0,0,1,0,0,0
585.2189349,0.0966913,586.2261547,C_27 H_38 O_14,C27H38O14,C_27 H_37 O_14,277,27,1.407,0.519,27,38,14,0,0,0,0,0,0
585.2281725,0.1514647,586.2355377,C_38 H_34 O_6,C38H34O6,C_38 H_33 O_6,30,38,0.895,0.158,38,34,6,0,0,0,0,0,0
585.2342118,0.1320411,586.2414108,C_31 H_38 O_11,C31H38O11,C_31 H_37 O_11,355,31,1.226,0.355,31,38,11,0,0,0,0,0,0
585.2473474,0.5544263,586.2542988,C_28 H_43 O_11 P_1,C28H43O11P,C_28 H_42 O_11 P_1,57,28,1.536,0.393,28,43,11,0,0,1,0,0,0
585.2553111,0.0810473,586.26254,C_28 H_42 O_13,C28H42O13,C_28 H_41 O_13,260,28,1.5,0.464,28,42,13,0,0,0,0,0,0
585.2651887,0.9244797,586.2719231,C_39 H_38 O_5,C39H38O5,C_39 H_37 O_5,37,39,0.974,0.128,39,38,5,0,0,0,0,0,0
585.2705941,0.1267778,586.2777962,C_32 H_42 O_10,C32H42O10,C_32 H_41 O_10,363,32,1.312,0.312,32,42,10,0,0,0,0,0,0
585.283593,0.3158842,586.2906842,C_29 H_47 O_10 P_1,C29H47O10P,C_29 H_46 O_10 P_1,69,29,1.621,0.345,29,47,10,0,0,1,0,0,0
585.2916613,0.0209023,586.2989254,C_29 H_46 O_12,C29H46O12,C_29 H_45 O_12,214,29,1.586,0.414,29,46,12,0,0,0,0,0,0
585.3068165,0.1511357,586.3141816,C_33 H_46 O_9,C33H46O9,C_33 H_45 O_9,361,33,1.394,0.273,33,46,9,0,0,0,0,0,0
585.3649588,0.919254,586.3716962,C_31 H_54 O_10,C31H54O10,C_31 H_53 O_10,134,31,1.742,0.323,31,54,10,0,0,0,0,0,0
586.0556885,0.214902,587.0628387,C_25 H_18 O_16 C13_1,C26H18O16,C_25 H_17 O_16 C13_1,270,26,0.692,0.615,25,18,16,0,0,0,0,0,1
586.0685032,0.1405423,587.0758621,C_22 H_21 O_18 N_1,C22H21NO18,C_22 H_20 O_18 N_1,152,22,0.955,0.818,22,21,18,1,0,0,0,0,0
586.0705716,0.4204161,587.0780949,C_29 H_18 O_13 C13_1,C30H18O13,C_29 H_17 O_13 C13_1,30,30,0.6,0.433,29,18,13,0,0,0,0,0,1
586.0767096,0.0307111,587.083968,C_22 H_22 O_18 C13_1,C23H22O18,C_22 H_21 O_18 C13_1,354,23,0.957,0.783,22,22,18,0,0,0,0,0,1
586.0838767,0.0593417,587.0911183,C_26 H_21 O_15 N_1,C26H21NO15,C_26 H_20 O_15 N_1,98,26,0.808,0.577,26,21,15,1,0,0,0,0,0
586.0919613,0.0231409,587.0992241,C_26 H_22 O_15 C13_1,C27H22O15,C_26 H_21 O_15 C13_1,278,27,0.815,0.556,26,22,15,0,0,0,0,0,1
586.1052626,0.49653,587.1122475,C_23 H_25 O_17 N_1,C23H25NO17,C_23 H_24 O_17 N_1,122,23,1.087,0.739,23,25,17,1,0,0,0,0,0
586.1071856,0.0309888,587.1144803,C_30 H_22 O_12 C13_1,C31H22O12,C_30 H_21 O_12 C13_1,73,31,0.71,0.387,30,22,12,0,0,0,0,0,1
586.1130884,0.8928834,587.1198406,C_36 H_18 O_6 N_2 C13_1,C37H18N2O6,C_36 H_17 O_6 N_2 C13_1,6,37,0.486,0.162,36,18,6,2,0,0,0,0,1
586.1283895,0.0961243,587.1356095,C_27 H_26 O_14 C13_1,C28H26O14,C_27 H_25 O_14 C13_1,291,28,0.929,0.5,27,26,14,0,0,0,0,0,1
586.1415177,0.2745471,587.1486329,C_24 H_29 O_16 N_1,C24H29NO16,C_24 H_28 O_16 N_1,102,24,1.208,0.667,24,29,16,1,0,0,0,0,0
586.1494517,0.0180139,587.1567387,C_24 H_30 O_16 C13_1,C25H30O16,C_24 H_29 O_16 C13_1,353,25,1.2,0.64,24,30,16,0,0,0,0,0,1
586.156617,0.0074494,587.1638891,C_28 H_29 O_13 N_1,C28H29NO13,C_28 H_28 O_13 N_1,88,28,1.036,0.464,28,29,13,1,0,0,0,0,0
586.1648136,0.1621279,587.1719949,C_28 H_30 O_13 C13_1,C29H30O13,C_28 H_29 O_13 C13_1,328,29,1.034,0.448,28,30,13,0,0,0,0,0,1
586.1775931,0.2037144,587.1847499,C_36 H_30 O_5 S_1 C13_1,C37H30O5S,C_36 H_29 O_5 S_1 C13_1,2,37,0.811,0.135,36,30,5,0,1,0,0,0,1
586.1858466,0.0018035,587.1931241,C_25 H_34 O_15 C13_1,C26H34O15,C_25 H_33 O_15 C13_1,330,26,1.308,0.577,25,34,15,0,0,0,0,0,1
586.1931428,0.2466092,587.2002744,C_29 H_33 O_12 N_1,C29H33NO12,C_29 H_32 O_12 N_1,103,29,1.138,0.414,29,33,12,1,0,0,0,0,0
586.2011249,0.035851,587.2083803,C_29 H_34 O_12 C13_1,C30H34O12,C_29 H_33 O_12 C13_1,340,30,1.133,0.4,29,34,12,0,0,0,0,0,1
586.2222311,0.0033462,587.2295095,C_26 H_38 O_14 C13_1,C27H38O14,C_26 H_37 O_14 C13_1,277,27,1.407,0.519,26,38,14,0,0,0,0,0,1
586.2292558,0.2172906,587.2366598,C_30 H_37 O_11 N_1,C30H37NO11,C_30 H_36 O_11 N_1,136,30,1.233,0.367,30,37,11,1,0,0,0,0,0
587.0293227,0.5981073,588.0362474,C_29 H_16 O_12 S_1,C29H16O12S,C_29 H_15 O_12 S_1,2,29,0.552,0.414,29,16,12,0,1,0,0,0,0
587.0316019,0.2207422,588.0387485,C_25 H_16 O_17,C25H16O17,C_25 H_15 O_17,278,25,0.64,0.68,25,16,17,0,0,0,0,0,0
587.046664,0.1092332,588.0540047,C_29 H_16 O_14,C29H16O14,C_29 H_15 O_14,73,29,0.552,0.483,29,16,14,0,0,0,0,0,0
587.0528279,0.3852225,588.0598778,C_22 H_20 O_19,C22H20O19,C_22 H_19 O_19,354,22,0.909,0.864,22,20,19,0,0,0,0,0,0
587.0679036,0.0783811,588.0751339,C_26 H_20 O_16,C26H20O16,C_26 H_19 O_16,291,26,0.769,0.615,26,20,16,0,0,0,0,0,0
587.0833088,0.3318621,588.09039,C_30 H_20 O_13,C30H20O13,C_30 H_19 O_13,77,30,0.667,0.433,30,20,13,0,0,0,0,0,0
587.0890301,0.0737634,588.0962631,C_23 H_24 O_18,C23H24O18,C_23 H_23 O_18,353,23,1.043,0.783,23,24,18,0,0,0,0,0,0
587.0958847,0.9899114,588.102579,C_25 H_22 O_15 C13_2,C27H22O15,C_25 H_21 O_15 C13_2,278,27,0.815,0.556,25,22,15,0,0,0,0,0,2
587.1043173,0.1266205,588.1115193,C_27 H_24 O_15,C27H24O15,C_27 H_23 O_15,328,27,0.889,0.556,27,24,15,0,0,0,0,0,0
587.1154641,0.7734321,588.1231954,C_35 H_18 O_6 N_2 C13_2,C37H18N2O6,C_35 H_17 O_6 N_2 C13_2,6,37,0.486,0.162,35,18,6,2,0,0,0,0,2
587.1196972,0.3369868,588.1267754,C_31 H_24 O_12,C31H24O12,C_31 H_23 O_12,100,31,0.774,0.387,31,24,12,0,0,0,0,0,0
587.1254247,0.089388,588.1326485,C_24 H_28 O_17,C24H28O17,C_24 H_27 O_17,330,24,1.167,0.708,24,28,17,0,0,0,0,0,0
587.1404335,0.3310835,588.1479047,C_28 H_28 O_14,C28H28O14,C_28 H_27 O_14,340,28,1,0.5,28,28,14,0,0,0,0,0,0
587.1406869,0.0997334,588.1479047,C_28 H_28 O_14,C28H28O14,C_28 H_27 O_14,340,28,1,0.5,28,28,14,0,0,0,0,0,0
587.1529927,0.2984748,588.1600936,C_23 H_30 O_16 C13_2,C25H30O16,C_23 H_29 O_16 C13_2,353,25,1.2,0.64,23,30,16,0,0,0,0,0,2
587.155586,0.5073612,588.1631608,C_32 H_28 O_11,C32H28O11,C_32 H_27 O_11,102,32,0.875,0.344,32,28,11,0,0,0,0,0,0
587.1617829,0.043275,588.1690339,C_25 H_32 O_16,C25H32O16,C_25 H_31 O_16,277,25,1.28,0.64,25,32,16,0,0,0,0,0,0
587.1711498,0.0157282,588.178417,C_36 H_28 O_8,C36H28O8,C_36 H_27 O_8,30,36,0.778,0.222,36,28,8,0,0,0,0,0,0
587.1770874,0.1255066,588.18429,C_29 H_32 O_13,C29H32O13,C_29 H_31 O_13,355,29,1.103,0.448,29,32,13,0,0,0,0,0,0
587.1901265,0.3822611,588.197178,C_26 H_37 O_13 P_1,C26H37O13P,C_26 H_36 O_13 P_1,57,26,1.423,0.5,26,37,13,0,0,1,0,0,0
587.1981522,0.0158584,588.2054193,C_26 H_36 O_15,C26H36O15,C_26 H_35 O_15,260,26,1.385,0.577,26,36,15,0,0,0,0,0,0
587.2077697,0.4144284,588.2148023,C_37 H_32 O_7,C37H32O7,C_37 H_31 O_7,37,37,0.865,0.189,37,32,7,0,0,0,0,0,0
587.2134417,0.0725374,588.2206754,C_30 H_36 O_12,C30H36O12,C_30 H_35 O_12,363,30,1.2,0.4,30,36,12,0,0,0,0,0,0
587.2265258,0.406012,588.2335634,C_27 H_41 O_12 P_1,C27H41O12P,C_27 H_40 O_12 P_1,69,27,1.519,0.444,27,41,12,0,0,1,0,0,0
587.2344885,0.0675607,588.2418047,C_27 H_40 O_14,C27H40O14,C_27 H_39 O_14,214,27,1.481,0.519,27,40,14,0,0,0,0,0,0
587.2498333,0.0831575,588.2570608,C_31 H_40 O_11,C31H40O11,C_31 H_39 O_11,361,31,1.29,0.355,31,40,11,0,0,0,0,0,0
587.2706011,0.5311945,588.27819,C_28 H_44 O_13,C28H44O13,C_28 H_43 O_13,170,28,1.571,0.464,28,44,13,0,0,0,0,0,0
587.2862036,0.0576073,588.2934462,C_32 H_44 O_10,C32H44O10,C_32 H_43 O_10,387,32,1.375,0.312,32,44,10,0,0,0,0,0,0
587.2991955,0.234179,588.3063342,C_29 H_49 O_10 P_1,C29H49O10P,C_29 H_48 O_10 P_1,29,29,1.69,0.345,29,49,10,0,0,1,0,0,0
587.3076133,0.5343261,588.3145754,C_29 H_48 O_12,C29H48O12,C_29 H_47 O_12,134,29,1.655,0.414,29,48,12,0,0,0,0,0,0
587.3223829,0.2928341,588.3298316,C_33 H_48 O_9,C33H48O9,C_33 H_47 O_9,391,33,1.455,0.273,33,48,9,0,0,0,0,0,0
588.0322203,0.1790831,589.0396023,C_28 H_16 O_12 S_1 C13_1,C29H16O12S,C_28 H_15 O_12 S_1 C13_1,2,29,0.552,0.414,28,16,12,0,1,0,0,0,1
588.0350471,0.37371,589.0421034,C_24 H_16 O_17 C13_1,C25H16O17,C_24 H_15 O_17 C13_1,278,25,0.64,0.68,24,16,17,0,0,0,0,0,1
588.0713432,0.2221826,589.0784887,C_25 H_20 O_16 C13_1,C26H20O16,C_25 H_19 O_16 C13_1,291,26,0.769,0.615,25,20,16,0,0,0,0,0,1
588.0924651,0.2097336,589.099618,C_22 H_24 O_18 C13_1,C23H24O18,C_22 H_23 O_18 C13_1,353,23,1.043,0.783,22,24,18,0,0,0,0,0,1
588.099665,0.2938261,589.1067683,C_26 H_23 O_15 N_1,C26H23NO15,C_26 H_22 O_15 N_1,88,26,0.885,0.577,26,23,15,1,0,0,0,0,0
588.107683,0.1448308,589.1148741,C_26 H_24 O_15 C13_1,C27H24O15,C_26 H_23 O_15 C13_1,328,27,0.889,0.556,26,24,15,0,0,0,0,0,1
588.1288271,0.1699913,589.1360034,C_23 H_28 O_17 C13_1,C24H28O17,C_23 H_27 O_17 C13_1,330,24,1.167,0.708,23,28,17,0,0,0,0,0,1
588.1360188,0.2402896,589.1431537,C_27 H_27 O_14 N_1,C27H27NO14,C_27 H_26 O_14 N_1,103,27,1,0.519,27,27,14,1,0,0,0,0,0
588.1440792,0.1631703,589.1512595,C_27 H_28 O_14 C13_1,C28H28O14,C_27 H_27 O_14 C13_1,340,28,1,0.5,27,28,14,0,0,0,0,0,1
588.1651185,0.0105402,589.1723887,C_24 H_32 O_16 C13_1,C25H32O16,C_24 H_31 O_16 C13_1,277,25,1.28,0.64,24,32,16,0,0,0,0,0,1
588.1724161,0.260435,589.1795391,C_28 H_31 O_13 N_1,C28H31NO13,C_28 H_30 O_13 N_1,136,28,1.107,0.464,28,31,13,1,0,0,0,0,0
588.1805263,0.2679926,589.1876449,C_28 H_32 O_13 C13_1,C29H32O13,C_28 H_31 O_13 C13_1,355,29,1.103,0.448,28,32,13,0,0,0,0,0,1
588.2016737,0.2986598,589.2087741,C_25 H_36 O_15 C13_1,C26H36O15,C_25 H_35 O_15 C13_1,260,26,1.385,0.577,25,36,15,0,0,0,0,0,1
588.2088552,0.3517029,589.2159244,C_29 H_35 O_12 N_1,C29H35NO12,C_29 H_34 O_12 N_1,123,29,1.207,0.414,29,35,12,1,0,0,0,0,0
588.2168572,0.1754426,589.2240303,C_29 H_36 O_12 C13_1,C30H36O12,C_29 H_35 O_12 C13_1,363,30,1.2,0.4,29,36,12,0,0,0,0,0,1
588.2297521,0.1871267,589.2369183,C_26 H_41 O_12 P_1 C13_1,C27H41O12P,C_26 H_40 O_12 P_1 C13_1,69,27,1.519,0.444,26,41,12,0,0,1,0,0,1
588.2380238,0.2389107,589.2451595,C_26 H_40 O_14 C13_1,C27H40O14,C_26 H_39 O_14 C13_1,214,27,1.481,0.519,26,40,14,0,0,0,0,0,1
588.2455036,0.7979207,589.2523098,C_30 H_39 O_11 N_1,C30H39NO11,C_30 H_38 O_11 N_1,137,30,1.3,0.367,30,39,11,1,0,0,0,0,0
588.2533166,0.3011062,589.2604156,C_30 H_40 O_11 C13_1,C31H40O11,C_30 H_39 O_11 C13_1,361,31,1.29,0.355,30,40,11,0,0,0,0,0,1
589.0106146,0.2068802,590.0180131,C_24 H_14 O_18,C24H14O18,C_24 H_13 O_18,291,24,0.583,0.75,24,14,18,0,0,0,0,0,0
589.0256099,0.6490265,590.0332693,C_28 H_14 O_15,C28H14O15,C_28 H_13 O_15,77,28,0.5,0.536,28,14,15,0,0,0,0,0,0
589.0316788,0.3171824,590.0391424,C_21 H_18 O_20,C21H18O20,C_21 H_17 O_20,353,21,0.857,0.952,21,18,20,0,0,0,0,0,0
589.0471822,0.1019296,590.0543985,C_25 H_18 O_17,C25H18O17,C_25 H_17 O_17,328,25,0.72,0.68,25,18,17,0,0,0,0,0,0
589.0620761,0.5120279,590.0696547,C_29 H_18 O_14,C29H18O14,C_29 H_17 O_14,100,29,0.621,0.483,29,18,14,0,0,0,0,0,0
589.0622194,0.2692581,590.0696547,C_29 H_18 O_14,C29H18O14,C_29 H_17 O_14,100,29,0.621,0.483,29,18,14,0,0,0,0,0,0
589.0682353,0.0272186,590.0755278,C_22 H_22 O_19,C22H22O19,C_22 H_21 O_19,330,22,1,0.864,22,22,19,0,0,0,0,0,0
589.0835176,0.017155,590.0907839,C_26 H_22 O_16,C26H22O16,C_26 H_21 O_16,340,26,0.846,0.615,26,22,16,0,0,0,0,0,0
589.0952829,0.7006375,590.1029728,C_21 H_24 O_18 C13_2,C23H24O18,C_21 H_23 O_18 C13_2,353,23,1.043,0.783,21,24,18,0,0,0,0,0,2
589.0986493,0.1936906,590.10604,C_30 H_22 O_13,C30H22O13,C_30 H_21 O_13,102,30,0.733,0.433,30,22,13,0,0,0,0,0,0
589.1046156,0.0357119,590.1119131,C_23 H_26 O_18,C23H26O18,C_23 H_25 O_18,277,23,1.13,0.783,23,26,18,0,0,0,0,0,0
589.109068,0.9807253,590.1157657,C_27 H_24 O_14 O18_1,C27H24O15,C_27 H_23 O_14 O18_1,328,27,0.889,0.556,27,24,14,0,0,0,0,0,0
589.1198494,0.073679,590.1271693,C_27 H_26 O_15,C27H26O15,C_27 H_25 O_15,355,27,0.963,0.556,27,26,15,0,0,0,0,0,0
589.131098,0.821165,590.1378899,C_39 H_18 O_3 N_4,C39H18N4O3,C_39 H_17 O_3 N_4,2,39,0.462,0.077,39,18,3,4,0,0,0,0,0
589.1346173,0.9009376,590.1424254,C_31 H_26 O_12,C31H26O12,C_31 H_25 O_12,121,31,0.839,0.387,31,26,12,0,0,0,0,0,0
589.1409573,0.1097504,590.1482985,C_24 H_30 O_17,C24H30O17,C_24 H_29 O_17,260,24,1.25,0.708,24,30,17,0,0,0,0,0,0
589.1562888,0.0178984,590.1635547,C_28 H_30 O_14,C28H30O14,C_28 H_29 O_14,363,28,1.071,0.5,28,30,14,0,0,0,0,0,0
589.1684653,0.0031635,590.1757436,C_23 H_32 O_16 C13_2,C25H32O16,C_23 H_31 O_16 C13_2,277,25,1.28,0.64,23,32,16,0,0,0,0,0,2
589.177314,0.1584352,590.1846839,C_25 H_34 O_16,C25H34O16,C_25 H_33 O_16,214,25,1.36,0.64,25,34,16,0,0,0,0,0,0
589.1926699,0.0106083,590.19994,C_29 H_34 O_13,C29H34O13,C_29 H_33 O_13,361,29,1.172,0.448,29,34,13,0,0,0,0,0,0
589.2049131,0.1026394,590.212129,C_24 H_36 O_15 C13_2,C26H36O15,C_24 H_35 O_15 C13_2,260,26,1.385,0.577,24,36,15,0,0,0,0,0,2
589.2056234,0.12159,590.212828,C_26 H_39 O_13 P_1,C26H39O13P,C_26 H_38 O_13 P_1,49,26,1.5,0.5,26,39,13,0,0,1,0,0,0
589.2134209,0.6301423,590.2210693,C_26 H_38 O_15,C26H38O15,C_26 H_37 O_15,170,26,1.462,0.577,26,38,15,0,0,0,0,0,0
589.2290545,0.0093708,590.2363254,C_30 H_38 O_12,C30H38O12,C_30 H_37 O_12,387,30,1.267,0.4,30,38,12,0,0,0,0,0,0
589.231068,0.9058544,590.2378098,C_27 H_41 O_11 P_1 O18_1,C27H41O12P,C_27 H_40 O_11 P_1 O18_1,69,27,1.519,0.444,27,41,11,0,0,1,0,0,0
589.2422211,0.481393,590.2492134,C_27 H_43 O_12 P_1,C27H43O12P,C_27 H_42 O_12 P_1,29,27,1.593,0.444,27,43,12,0,0,1,0,0,0
589.250011,0.283312,590.2574547,C_27 H_42 O_14,C27H42O14,C_27 H_41 O_14,134,27,1.556,0.519,27,42,14,0,0,0,0,0,0
589.2654285,0.0099598,590.2727108,C_31 H_42 O_11,C31H42O11,C_31 H_41 O_11,391,31,1.355,0.355,31,42,11,0,0,0,0,0,0
589.3017953,0.0414495,590.3090962,C_32 H_46 O_10,C32H46O10,C_32 H_45 O_10,376,32,1.438,0.312,32,46,10,0,0,0,0,0,0
589.3378534,0.5957363,590.3454816,C_33 H_50 O_9,C33H50O9,C_33 H_49 O_9,379,33,1.515,0.273,33,50,9,0,0,0,0,0,0
590.0423734,0.0039269,591.0496475,C_24 H_17 O_17 N_1,C24H17NO17,C_24 H_16 O_17 N_1,88,24,0.708,0.708,24,17,17,1,0,0,0,0,0
590.0501525,0.5488232,591.0577534,C_24 H_18 O_17 C13_1,C25H18O17,C_24 H_17 O_17 C13_1,328,25,0.72,0.68,24,18,17,0,0,0,0,0,1
590.0656946,0.0650292,591.0730095,C_28 H_18 O_14 C13_1,C29H18O14,C_28 H_17 O_14 C13_1,100,29,0.621,0.483,28,18,14,0,0,0,0,0,1
590.0715049,0.1712648,591.0788826,C_21 H_22 O_19 C13_1,C22H22O19,C_21 H_21 O_19 C13_1,330,22,1,0.864,21,22,19,0,0,0,0,0,1
590.0788973,0.2382529,591.0860329,C_25 H_21 O_16 N_1,C25H21NO16,C_25 H_20 O_16 N_1,103,25,0.84,0.64,25,21,16,1,0,0,0,0,0
590.0869728,0.1868467,591.0941387,C_25 H_22 O_16 C13_1,C26H22O16,C_25 H_21 O_16 C13_1,340,26,0.846,0.615,25,22,16,0,0,0,0,0,1
590.1152547,0.1908318,591.1224183,C_26 H_25 O_15 N_1,C26H25NO15,C_26 H_24 O_15 N_1,136,26,0.962,0.577,26,25,15,1,0,0,0,0,0
590.1334457,0.8839723,591.1412447,C_38 H_18 O_3 N_4 C13_1,C39H18N4O3,C_38 H_17 O_3 N_4 C13_1,2,39,0.462,0.077,38,18,3,4,0,0,0,0,1
590.1444528,0.1284002,591.1516534,C_23 H_30 O_17 C13_1,C24H30O17,C_23 H_29 O_17 C13_1,260,24,1.25,0.708,23,30,17,0,0,0,0,0,1
590.1516273,0.1692489,591.1588037,C_27 H_29 O_14 N_1,C27H29NO14,C_27 H_28 O_14 N_1,123,27,1.074,0.519,27,29,14,1,0,0,0,0,0
590.1880407,0.2166035,591.1951891,C_28 H_33 O_13 N_1,C28H33NO13,C_28 H_32 O_13 N_1,137,28,1.179,0.464,28,33,13,1,0,0,0,0,0
590.1961203,0.1722351,591.2032949,C_28 H_34 O_13 C13_1,C29H34O13,C_28 H_33 O_13 C13_1,361,29,1.172,0.448,28,34,13,0,0,0,0,0,1
590.224472,0.294267,591.2315744,C_29 H_37 O_12 N_1,C29H37NO12,C_29 H_36 O_12 N_1,141,29,1.276,0.414,29,37,12,1,0,0,0,0,0
590.2325184,0.1938384,591.2396803,C_29 H_38 O_12 C13_1,C30H38O12,C_29 H_37 O_12 C13_1,387,30,1.267,0.4,29,38,12,0,0,0,0,0,1
590.260826,0.2412154,591.2679598,C_30 H_41 O_11 N_1,C30H41NO11,C_30 H_40 O_11 N_1,147,30,1.367,0.367,30,41,11,1,0,0,0,0,0
591.0261896,0.3328781,592.0336631,C_24 H_16 O_18,C24H16O18,C_24 H_15 O_18,340,24,0.667,0.75,24,16,18,0,0,0,0,0,0
591.0413823,0.4400094,592.0489193,C_28 H_16 O_15,C28H16O15,C_28 H_15 O_15,102,28,0.571,0.536,28,16,15,0,0,0,0,0,0
